ComplexID,ComplexName,Organism,Subunits_UniProt_IDs,GO description
6643,"SAGA complex, GCN5-linked",Human,"O75486,O75528,O75529,O94864,P00813,Q12962,Q14CW9,Q16514,Q16594,Q5T6C5,Q86TJ2,Q8NEM7,Q92830,Q96ES7,Q9HBM6,Q9ULK2,Q9UPT9,Q9Y4A5,Q9Y6J9",histone acetylation;nucleus;histone H3-K14 acetylation
6644,CCDC22-COMMD1-CUL2 complex,Human,"O60826,Q13617,Q8N668",protein ubiquitination
6645,CCC complex,Human,"O60826,Q567U6,Q7Z3J2,Q7Z4G1,Q86VX2,Q86X83,Q8N668,Q9GZQ3,Q9H0A8,Q9NX08,Q9P000,Q9UBI1,Q9Y6G5",early endosome;copper ion homeostasis
6646,SMAD2-SMAD4-WWTR1 complex,Human,"Q13485,Q15796,Q9GZV5","transcription, DNA-templated"
6647,MED15-WWTR1 complex,Human,"Q96RN5,Q9GZV5","transcription, DNA-templated"
6649,SMAD3-SMAD4-WWTR1 complex,Human,"P84022,Q13485,Q9GZV5","transcription, DNA-templated"
6650,KCND3-KCNIP4 complex,Human,"Q6PIL6,Q9UK17",regulation of potassium ion transmembrane transport
6651,WWTR1-YAP1 complex,Human,"P46937,Q9GZV5","transcription, DNA-templated"
6652,WWTR1 homodimer,Human,Q9GZV5,"transcription, DNA-templated"
6653,EP300-KAT2B-TBX5-WWTR1 complex,Human,"Q09472,Q92831,Q99593,Q9GZV5","transcription, DNA-templated"
6654,KCNJ11-ABCC9 complex,Human,"O60706,Q14654",regulation of potassium ion transmembrane transport
6655,CTNNB1-TBX5-YAP1 complex,Human,"P35222,P46937,Q99593","transcription, DNA-templated"
6656,Nherf1-Fzd4-Vangl2 complex,Mouse,"P70441,Q61088,Q91ZD4","cilium assembly;Wnt signaling pathway, planar cell polarity pathway"
6657,"ATAC complex, GCN5-linked",Human,"O75478,O75528,P61964,Q01658,Q8IYH5,Q92830,Q96ES7,Q9H8E8,Q9NS73,Q9ULM3",
6658,CCDC22-COMMD8-CUL1 complex,Human,"O60826,Q13616,Q9NX08",IkappaB kinase activity;protein ubiquitination
6659,"Ubiquitin E3 ligase (CCDC22, COMMD8, CUL3)",Human,"O60826,Q13618,Q9NX08",protein ubiquitination;cullin-RING ubiquitin ligase complex
6660,LATS1-NPHP4 complex,Human,"O75161,O95835",hippo signaling
6661,NEK8-WWTR1 complex,Human,"Q86SG6,Q9GZV5",nucleus;hippo signaling
6663,Ezrin-Nherf1-Irbit-NHE3 complex,Mouse,"P26040,P70441,Q80SW1,Q9WUJ5",epithelial fluid transport;sodium ion transmembrane transport;hydrogen ion transmembrane transport;localization within membrane
6664,"STAGA complex, SPT3-linked",Human,"O15265,O75486,O75528,O75529,O94864,Q12962,Q14CW9,Q16514,Q16594,Q86TJ2,Q8NEM7,Q92830,Q96BN2,Q96ES7,Q9H0E3,Q9NPA8,Q9UPT9,Q9Y4A5,Q9Y6J9",histone acetylation;nucleus
6665,"ATAC complex, YEATS2-linked",Human,"O43318,O75478,O75528,P61964,Q01658,Q14157,Q8IYH5,Q92830,Q96ES7,Q9H8E8,Q9NR33,Q9NRF9,Q9NS73,Q9ULM3",nucleus;histone acetylation
6667,Glis3-Wwtr1 complex,Mouse,"Q6XP49,Q9EPK5","cilium;transcription, DNA-templated"
6668,GLIS3-SUFU complex,Human,"Q8NEA6,Q9UMX1","transcription, DNA-templated;nucleus"
6669,B9 complex,Mouse,"Q2MV57,Q3U284,Q3UK10,Q5SW45,Q8BZ64,Q8CFW7,Q8K0U3,Q8K3E5,Q922M3",ciliary transition zone
6670,KCNJ11-ABCC8 complex,Mammalia,"Q09427,Q61743",potassium ion transmembrane transport
6671,PI4K2A-WASH complex,Human,"O00203,P46934,P47756,P50570,P52907,Q00610,Q12768,Q2M389,Q5T1M5,Q641Q2,Q92888,Q92974,Q96N67,Q9BTU6",early endosome
6672,Ank2-Kcnj11-Abcc8 complex,Mouse,"Q61743,Q6PGE2,Q8C8R3",potassium ion transmembrane transport
6673,Foxo1-Yap1 complex,Mouse,"P46938,Q9R1E0","transcription, DNA-templated;nucleus"
6674,Ank2-Kcnj11-Abcc9(splice variant 1) complex,Mouse,"P70170,Q61743,Q8C8R3",potassium ion transmembrane transport
6675,PI4K2A-PRDX1 complex,Human,"Q06830,Q9BTU6",
6676,WWTR1-YWHAQ complex,Human,"P27348,Q9GZV5","hippo signaling;transcription, DNA-templated"
6677,Nphp1-Nphp4-Rpgrip1l complex,Mouse,"P59240,Q8CG73,Q9QY53",cell-cell contact zone;ciliary transition zone
6678,Cep290-Iqcb1 complex,Mouse,"Q6A078,Q8BP00",centrosome
6679,Ctbp1-Glis2-Hdac3 complex,Mouse,"O88712,O88895,Q8VDL9",nucleus;transcriptional repressor complex
6680,CTNNB1-GLIS2 complex,Human,"P35222,Q9BZE0",canonical Wnt signaling pathway
6681,DVL2-INVS-NPHP4-RPGRIP1L complex,Human,"O14641,O75161,Q68CZ1,Q9Y283",
6682,MKS1-TMEM67 complex,Human,"Q5HYA8,Q9NXB0",cilium assembly
6683,SYNE2-TMEM67 complex,Human,"Q5HYA8,Q8WXH0",cilium assembly;actin cytoskeleton reorganization
6684,TNFR2 signaling complex,Human,"P01375,P20333,Q9NQH7",tumor necrosis factor receptor superfamily complex;tumor necrosis factor-mediated signaling pathway
6685,IL13RA1-TRAF3IP1 complex,Human,"P78552,Q8TDR0",interleukin-13 binding;signal transduction
6686,Actn4-Alms1 complex,Mouse,"P57780,Q8K4E0",endocytic recycling
6687,Arl6-Sec61b complex,Mouse,"O88848,Q9CQS8",cytosol
6688,GLIS2-TRIM32 complex,Human,"Q13049,Q9BZE0","nucleus;transcription, DNA-templated"
6689,DTNBP1-TRIM32 complex,Human,"Q13049,Q96EV8",protein ubiquitination
6690,NEDD4-PI4K2A complex,Human,"P46934,Q9BTU6",
6691,CLTC-PI4K2A complex,Human,"Q00610,Q9BTU6",transport vesicle
6692,PI4K2A-PLDN complex,Human,"Q9BTU6,Q9UL45",
6693,DVL1-PI4K2A complex,Human,"O14640,Q9BTU6",
6694,Cxcr2-Nherf1-PLC-beta-2 complex,Mouse,"A3KGF7,P35343,P70441",neutrophil migration;calcium-mediated signaling;neutrophil chemotaxis;chemokine-mediated signaling pathway
6695,MKKS-BBS12 complex,Human,"Q6ZW61,Q9NPJ1",cilium;cilium assembly
6696,CPLANE complex,Mouse,"Q059U7,Q3UYI6,Q8C456",intraciliary transport
6698,G-calpain,Mouse,"Q91VA3,Q9D805",proteolysis
6699,KCNQ1 homotetramer,Human,P51787,potassium ion transmembrane transport;voltage-gated potassium channel activity
6700,KCNQ1-Kcne1 complex,Mammalia,"P15383,P51787",
6701,DVL1-PIP5K1B-PI4K2A complex,Human,"O14640,O14986,Q9BTU6",
6702,CXCR2-NHERF1-PLC-beta-3 complex,Human,"O14745,P25025,Q01970",cell proliferation;chemokine-mediated signaling pathway
6703,TBCD-tubulin(alpha)-tubulin(beta) complex,Human,"P07437,Q71U36,Q9BTW9",microtubule cytoskeleton organization
6704,KCNQ1-KCNE2 complex,Human,"P51787,Q9Y6J6",potassium ion transmembrane transport;voltage-gated potassium channel activity
6705,KCNQ1-KCNE3 complex,Human,"P51787,Q9Y6H6",regulation of ion transmembrane transport;voltage-gated potassium channel activity
6706,CAPN1-HSP90AB1 complex,Human,"P07384,P08238",proteolysis
6707,PIP5K1B-PI4K2A complex,Human,"O14986,Q9BTU6",
6708,KCNQ1-KCNE4 complex,Human,"P51787,Q8WWG9",potassium ion transmembrane transport;voltage-gated potassium channel activity
6709,KCNQ1-KCNE5 complex,Human,"P51787,Q9UJ90",potassium ion transmembrane transport;voltage-gated potassium channel activity
6710,Calpain 1,Human,"P04632,P07384",proteolysis
6711,Calpain 2,Bovine,"P13135,Q27971",proteolysis
6712,KCNQ2-KCNQ3 complex,Human,"O43525,O43526",
6713,TBCD-ARL2-tubulin(beta) complex,Human,"P07437,P36404,Q9BTW9",microtubule cytoskeleton organization;microtubule polymerization
6714,TBCE-TBCB-tubulin(alpha) complex,Human,"Q15813,Q71U36,Q99426",microtubule cytoskeleton organization
6715,TBCD-ARL2-tubulin(beta)-TBCE complex,Human,"P07437,P36404,Q15813,Q9BTW9",microtubule cytoskeleton organization
6716,DLG5-MST1-MST2 complex,Human,"Q13043,Q13188,Q8TDM6",establishment of cell polarity;regulation of hippo signaling
6717,KCNQ3-KCNQ5 complex,Human,"O43525,Q9NR82",potassium ion transmembrane transport;voltage-gated potassium channel activity;synaptic transmission
6718,CALM1-KCNQ4(splice variant 1) complex,Human,"P56696,P62158",regulation of potassium ion transport
6720,FILIP1-FLNA complex,Human,"P21333,Q7Z7B0",
6721,CALM1-KCNQ2-KCNQ3 complex,Mammalia,"O88944,P62161,Q9Z351",regulation of potassium ion transport
6722,FILIP1-RhoD complex,Human,"O00212,Q7Z7B0",filopodium assembly;actin filament bundle assembly
6723,"Grk6-Ags3-Galphai2 complex, CXCL8 activated",Mouse,"O70293,P08752,Q6IR34",chemokine-mediated signaling pathway
6724,WHAMM-RhoD complex,Human,"O00212,Q8TF30",actin cytoskeleton reorganization
6725,ARP3-WHAMM complex,Human,"P61158,Q8TF30",actin cytoskeleton reorganization
6726,GRASP1-GRIP1 complex,Human,"Q4V328,Q9Y3R0",Ras guanyl-nucleotide exchange factor activity
6727,Grasp1-Grip1-Glur2 complex,Rat,"P19491,P97879,Q9JHZ4",synaptic target recognition;Ras guanyl-nucleotide exchange factor activity;regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity
6728,9-1-1-RHINO complex,Human,"O60671,O60921,Q99638,Q9BSD3",DNA damage checkpoint;DNA repair;chromatin;nucleus
6729,IQGAP1-CXCR2 complex,Human,"P25025,P46940",chemokine-mediated signaling pathway
6730,"14-3-3 gamma-CXCR2 complex, unstimulated",Human,"P25025,P61981",
6731,"VASP-CXCR2 complex, CXCL8 stimulated",Human,"P25025,P50552",actin cytoskeleton organization
6732,RHINO-TopBP1 complex,Human,"Q92547,Q9BSD3",DNA repair;DNA damage checkpoint;chromatin;nucleus
6733,9b-1-1 complex,Human,"O60671,O60921,Q6WBX8",DNA repair;DNA damage checkpoint;nucleus
6734,9b-1b-1 complex,Human,"O60671,Q6WBX8,Q8NHY5",nucleus;DNA damage checkpoint;DNA repair
6735,SIGMAR1-KCNH2 complex,Human,"Q12809,Q99720",regulation of potassium ion transmembrane transport
6736,PRAME-Cullin2 ubiquitin ligase complex,Human,"P78395,Q13617",nucleus;chromatin binding;protein ubiquitination
6737,H2A-H2B-TDIF2-PCNA complex,Human,"P12004,Q16777,Q16778,Q5QJE6",chromatin remodeling;nucleus;DNA binding
6738,PRAME-ElonginBC ubiquitin ligase,Human,"P78395,Q15369,Q15370",chromatin binding;nucleus;protein ubiquitination
6740,AURKA-INPP5E complex,Human,"O14965,Q9NRR6",cilium;phosphatidylinositol-mediated signaling;cilium disassembly
6741,INPP5E-PDE6D-RPGR complex,Human,"O43924,Q92834,Q9NRR6",protein localization to cilium
6742,SMG1-UPF2-Y14-MAGOH-UPF3B-EIF4A3 complex,Human,"P38919,P61326,Q96Q15,Q9BZI7,Q9HAU5,Q9Y5S9","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
6744,AHI1-HAP1 complex,Human,"P54257,Q8N157",brain development
6745,Fgf12-Nav1.2 complex,Rat,"P04775,P61150",sodium channel complex;sodium channel activity;action potential initiation;axon initial segment
6746,Fhf1b-Nav1.9 complex,Rat,"O88457,P61150",sodium channel activity
6747,AQP1 homotetramer,Human,P29972,water transport;water transmembrane transporter activity
6748,KCNMA1-LRRC26 complex,Human,"Q12791,Q2I0M4",
6749,ITGB1BP1-KRIT1-RAP1A complex,Mammalia,"O00522,O14713,P62834","phosphatidylinositol-4,5-bisphosphate binding;plasma membrane"
6750,AHI1-NPHP1 heterotetramer,Human,"O15259,Q8N157",cilium assembly
6751,Stx7-Unc13d-Vamp8 complex,Mouse,"B2RUP2,O70404,O70439",endocytosis;endosome
6752,Smad3-mSin3A-Hdac1 complex,Mouse,"O09106,Q60520,Q8BUN5","negative regulation of transcription, DNA-templated"
6753,SOG complex,Human,"P55735,Q12980,Q5T011,Q6PJI9,Q8WTW4,Q96EE3,Q96S15,Q9NXC5",lysosome localization;negative regulation of TORC1 signaling
6754,KICSTOR complex,Human,"Q5T011,Q969R8,Q96MD2,Q9Y664",lysosome localization;negative regulation of TORC1 signaling;regulation of autophagy
6755,DYRK1A-HAN11 complex,Rabbit,"G1TAE4,P85051",protein phosphorylation;regulation of glycogen metabolic process
6756,RasGAP-AURKB-survivin complex,Human,"O15392,P20936,Q96GD4",G-protein coupled receptor signaling pathway;mitotic cell cycle;regulation of cell cycle
6757,DYRK1B-HAN11 complex,Rabbit,"G1TAE4,G1U355",protein phosphorylation;negative regulation of glycogen metabolic process
6758,IL10 receptor,Human,"Q08334,Q13651",negative regulation of inflammatory response;B cell proliferation;mast cell proliferation
6759,Vangl1-Dvl1 complex,Mouse,"P51141,Q80Z96",plasma membrane
6760,Vangl1-Dvl2 complex,Mouse,"Q60838,Q80Z96",plasma membrane
6761,Vangl1-Dvl3 complex,Mouse,"Q61062,Q80Z96",plasma membrane
6762,Vangl2-Dvl1 complex,Mouse,"P51141,Q91ZD4",plasma membrane
6763,Vangl2-Dvl2 complex,Mouse,"Q60838,Q91ZD4",plasma membrane
6764,Vangl2-Dvl3 complex,Mouse,"Q61062,Q91ZD4",plasma membrane
6765,CCR4-NOT complex,Human,"A5YKK6,O75175,Q92600,Q96LI5,Q9H9A5,Q9NZN8,Q9UIV1,Q9UKZ1,Q9ULM6","CCR4-NOT complex;exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay;RNA binding;regulation of transcription, DNA-templated"
6766,Arnt-Ahrr complex,Mouse,"P53762,Q3U1U7",response to xenobiotic stimulus
6767,GCH1-GCHFR complex,Rat,"P22288,P70552",tetrahydrobiopterin metabolic process
6768,TBX20-TBX18 repressor complex,Human,"O95935,Q9UMR3","negative regulation of transcription, DNA-templated"
6769,TBX20-TLE1 repressor complex,Human,"Q04724,Q9UMR3","negative regulation of transcription, DNA-templated;heart development"
6770,TBX20-TLE3 repressor complex,Human,"Q04726,Q9UMR3","heart development;negative regulation of transcription, DNA-templated"
6771,TBX20-HDAC2 repressor complex,Human,"Q92769,Q9UMR3","negative regulation of transcription, DNA-templated"
6772,Tbx20-Tle1 repressor complex,Mouse,"Q62440,Q9ES03","negative regulation of transcription, DNA-templated;heart development"
6773,Tbx20-Tle3 repressor complex,Mouse,"Q08122,Q9ES03","negative regulation of transcription, DNA-templated;heart development"
6774,Fhl1-Pdlim1-Gsn-Actn1 complex,Mouse,"O70400,P13020,P97447,Q7TPR4",
6775,Pdlim1-Alpha-actinin-1 complex,Rat,"P52944,Q9Z1P2",actin cytoskeleton organization;neuron projection development
6776,Igfn1-Ky-Flnc complex,Mouse,"Q3KNY0,Q8C8H8,Q8VHX6",Z disc;sarcomere organization
6777,SCRIB-NOS1AP-VANGL1 complex,Human,"O75052,Q14160,Q8TAA9",establishment or maintenance of cell polarity;cell migration;lamellipodium
6778,SCRIB-GIT1-ARHGEF7-PAK1 complex,Human,"Q13153,Q14155,Q14160,Q9Y2X7",establishment or maintenance of cell polarity;cell migration
6780,RAD6A-KCMF1-UBR4 complex,Human,"P49459,Q5T4S7,Q9P0J7",lysosomal protein catabolic process
6781,Cpt1a-Acsl1-Vdac1 complex,Rat,"P18163,P32198,Q9Z2L0",fatty acid transport;mitochondrial outer membrane
6782,mitochondrial permeability  transition pore (PTP) complex (PPIF-SPG7-VDAC1),Human,"P21796,P30405,Q9UQ90",mitochondrial depolarization;mitochondrial inner membrane;mitochondrial outer membrane
6783,CLIC5A-EZR-PODXL complex,Human,"O00592,P15311,Q9NZA1",podocyte foot;actin cytoskeleton reorganization
6784,SCHIP1-EZR-NHERF2 complex,Human,"P15311,Q15599,Q9P0W5",podocyte foot;actin cytoskeleton reorganization
6785,Podxl-Nherf2-Ezr complex,Rat,"P31977,Q920G2,Q9WTQ2",actin cytoskeleton reorganization;podocyte foot;glomerular filtration
6787,"NHE3-NHERF2-ACTN4, Ca(2+) induced",Human,"O43707,P48764,Q15599",regulation of sodium ion transport;regulation of pH
6788,SLC9A3R1-ACTN4 complex,Human,"O14745,O43707",actin cytoskeleton organization
6789,PTEN-NHERF1-EGFR complex,Human,"O14745,P00533,P60484",negative regulation of protein kinase B signaling
6790,NHERF1-PRKCZ complex,Human,"O14745,Q05513",I-kappaB kinase/NF-kappaB signaling
6791,NHERF1-NPT2A-EZR complex,Human,"O14745,P15311,Q06495",phosphate ion transport;cellular response to parathyroid hormone stimulus
6792,"NHERF1-ARRB2-PTH1R complex, PTH stimulated",Mammalia,"O14745,P32120,Q03431",adenylate cyclase-modulating G-protein coupled receptor signaling pathway;parathyroid hormone receptor activity
6793,PDZK1-NHERF1-EZR complex,Human,"O14745,P15311,Q5T2W1",microvillus organization
6794,"LPAR2-TRIP6-NHERF2 complex, LPA stimulated",Human,"Q15599,Q15654,Q9HBW0",negative regulation of apoptotic process
6795,LPAR2-SIVA1 complex,Human,"O15304,Q9HBW0",regulation of apoptotic process
6796,SIVA1-S1PR4 complex,Human,"O15304,O95977",
6798,"S1PR1-c-Met-ITGB4 complex, HGF- or S1P-induced",Human,"P08581,P16144,P21453",establishment of endothelial barrier;membrane raft
6799,VEGFR2-S1PR1-ERK1/2-PKC-alpha complex,Human,"P17252,P21453,P27361,P28482,P35968",cell migration;ERK1 and ERK2 cascade
6800,VEGFR2-S1PR2-ERK1/2-PKC-alpha complex,Human,"O95136,P17252,P27361,P28482,P35968",cell migration;ERK1 and ERK2 cascade
6801,VEGFR2-S1PR3-ERK1/2-PKC-alpha complex,Human,"P17252,P27361,P28482,P35968,Q99500",cell migration;ERK1 and ERK2 cascade
6802,VEGFR2-S1PR5-ERK1/2-PKC-alpha complex,Human,"P17252,P27361,P28482,P35968,Q9H228",cell migration;ERK1 and ERK2 cascade
6803,Pdgfbr-S1pr1 complex,Mammalia,"H0V6S9,H0V7G9",ERK1 and ERK2 cascade
6804,"Pdgfrb-S1pr1-phosphorylated p42/p44 Mapk complex, PDGF stimulated",Mammalia,"H0V0F7,H0V6S9,H0V7G9,H0VMU3",ERK1 and ERK2 cascade
6805,"S1PR1–beta-arrestin 2 complex, ApoM(+)HDL-S1P stimulated",Human,"P21453,P32121",negative regulation of inflammatory response;negative regulation of I-kappaB kinase/NF-kappaB signaling
6806,IGF1R-CXCR4-GNAI2-GNB1 complex,Human,"P04899,P08069,P61073,P62873",cell migration
6807,ADRA1A-CXCR4 complex,Human,"P35348,P61073",regulation of blood pressure
6808,ADRB1-CXCR4 complex,Human,"P08588,P61073",regulation of blood pressure
6809,Arrb2-Akt-Ppp2ca complex,Mouse,"P31750,P63330,Q91YI4",protein kinase B signaling;G-protein coupled receptor signaling pathway
6810,Akt-Arrb2-Ppp2ca-Ppp2r2a complex,Mouse,"P31750,P63330,Q6P1F6,Q91YI4",protein kinase B signaling;G-protein coupled receptor signaling pathway
6812,"Arrb1-Becn1-Pik3c3 complex, induced by (OGD) oxygen-glucose deprivation",Mouse,"O88597,Q6PF93,Q8BWG8",regulation of autophagy;autophagosome assembly
6813,"Arrb2-Akt-Src complex, insulin induced",Mouse,"P05480,P31750,Q91YI4",protein kinase B signaling;response to insulin
6814,"Insr-Arrb2-Akt-Src complex, insulin induced",Mouse,"P05480,P15208,P31750,Q91YI4",protein kinase B signaling;response to insulin;insulin receptor signaling pathway;glucose homeostasis
6815,DRD4-KLHL12-CUL3 complex,Human,"P21917,Q13618,Q53G59",regulation of protein ubiquitination
6816,ULK1-ATG13-ATG14-PIK3C3 complex,Human,"O75143,O75385,Q6ZNE5,Q8NEB9",autophagosome assembly;regulation of autophagy
6818,CUBAM-megalin complex,Rat,"D3ZFK9,O70244,P98158",endocytosis
6819,"APOL1 complex A (APOL1, APOA1, HPR, C3)",Human,"O14791,P00739,P01024,P02647",regulation of plasma lipoprotein particle levels
6820,"APOL1 complex B (APOL1, APOA1, HPR, FN1, IGHM)",Human,"O14791,P00739,P01871,P02647,P02751",regulation of plasma lipoprotein particle levels
6821,TTR-RBP complex,Human,"P02753,P02766",vitamin A transport;vitamin A metabolic process;retinal binding
6822,ZAG-PIP complex,Human,"P12273,P25311",arachidonic acid binding
6823,CP–LF–MPO complex,Human,"P00450,P02788,P05164",defense response;response to oxidative stress
6824,CP-LF complex,Human,"P00450,P02788",iron ion homeostasis
6825,CP-MPO complex,Human,"P00450,P05164",defense response
6826,Calprotectin heterotetramer,Human,"P05109,P06702",inflammatory response;innate immune response;calcium ion binding
6827,iNOS-S100A8/A9 complex,Human,"P05109,P06702,P35228",peptidyl-cysteine S-nitrosylation;calcium ion binding
6828,FGF21-FGFR1c-KLB complex,Human,"P11362,Q86Z14,Q9NSA1",fibroblast growth factor receptor signaling pathway
6829,Klotho-Kdr-Trpc1 complex,Mouse,"O35082,P35918,Q61056",calcium ion homeostasis;calcium-mediated signaling
6830,FGF23-FGFR1c-KL complex,Mammalia,"O35082,P11362,Q9GZV9",phosphate ion homeostasis
6831,FGFR1c-KL complex,Mammalia,"O35082,P11362",
6832,"FGF19-FGFR4-KLB complex, heparin induced",Human,"O95750,P22455,Q86Z14",positive regulation of ERK1 and ERK2 cascade;fibroblast growth factor receptor signaling pathway;positive regulation of protein phosphorylation
6833,FGFR4-KLB complex,Human,"P22455,Q86Z14",fibroblast growth factor receptor signaling pathway
6835,FGF21-FGFR4-KLB complex,Human,"P22455,Q86Z14,Q9NSA1",fibroblast growth factor receptor signaling pathway;positive regulation of ERK1 and ERK2 cascade
6838,IGF2BP1 complex,Human,"O60506,O95793,P61254,P62753,P67809,Q00839,Q08211,Q15717,Q9NZI8",mRNA stabilization;cytoplasm
6839,Slc34a1-Nherf1 complex,Mouse,"P70441,Q60825",sodium-dependent phosphate transport
6841,Dyrk1b-Hnf1a-Pcbd2 complex,Mouse,"P22361,Q9CZL5,Q9Z188","transcription, DNA-templated"
6842,EphA1 receptor signaling complex,Human,"P06239,P21709,P27986,Q14289",T cell migration;signaling
6844,NIF-1-DBC1-EMSY complex,Human,"Q7Z589,Q8N163,Q9H4Z2","retinoic acid receptor signaling pathway;transcription, DNA-templated"
6845,NIF1-ASH2L-RBBP5-WDR5 complex,Human,"P61964,Q15291,Q9H4Z2,Q9UBL3",histone methylation
6846,DBC1-SIRT1 complex,Human,"Q8N163,Q96EB6",regulation of protein deacetylation;positive regulation of apoptotic process
6847,DBIRD complex,Human,"Q5BKZ1,Q8N163","regulation of alternative mRNA splicing, via spliceosome;transcription elongation from RNA polymerase II promoter"
6848,IRF2BP2-IRF2BP1-IRF2BPL complex,Human,"Q7Z5L9,Q8IU81,Q9H1B7","negative regulation of transcription, DNA-templated;regulation of apoptotic process"
6849,"WRAD  complex (WDR5, RBBP5, ASH2L, DPY30)",Human,"P61964,Q15291,Q9C005,Q9UBL3",histone H3-K4 monomethylation
6850,"WRA complex (WDR5, RBBP5, ASH2L)",Human,"P61964,Q15291,Q9UBL3",histone H3-K4 monomethylation
6852,COPRS-PRMT5-RUNX1-CBFB complex,Human,"O14744,Q01196,Q13951,Q9NQ92","transcription, DNA-templated;muscle cell differentiation"
6853,COPRS-PRMT5 complex,Human,"O14744,Q9NQ92","histone H4-R3 methylation;nucleus;regulation of transcription, DNA-templated;covalent chromatin modification"
